CARDIOVERSÃO QUÍMICA DE ARRITMIA PAROXÍSTA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
CATETERISMO VESICAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
CERUMEN - REMOÇÃO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
CRIOTERAPIA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
CURATIVOS EM GERAL COM OU SEM ANESTESIA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
DILATAÇÃO URETRAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
DESSENSIBILIZAÇÃO DENTÁRIA;N/A;N/A;OD;N/A;N/A;N/A;N/A;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
ESTIMULAÇÃO ELÉTRICA TRANSCUTÂNEA (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;24.0;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
FOTOTERAPIA COM UVA (PUVA) PARA TRATAMENTO DE PSORÍASE OU VITILIGO;N/A;N/A;N/A;AMB;N/A;N/A;REF;PAC;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
INSTILAÇÃO VESICAL OU URETRAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
LESÕES MÚSCULO TENDINOSAS - TRATAMENTO INCRUENTO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO INESPECÍFICA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO-ESPECÍFICA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
PRIAPISMO - TRATAMENTO NÃO CIRÚRGICO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
PULSOTERAPIA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
OXIGENOTERAPIA HIPERBÁRICA (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;N/A;HCO;HSO;REF;PAC;58.0;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
REDUÇÃO DE LUXAÇÃO DA ATM (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;OD;AMB;HCO;HSO;REF;N/A;96.0;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
REMINERALIZAÇÃO DENTÁRIA;N/A;N/A;OD;N/A;N/A;N/A;N/A;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
SESSÃO DE ACUPUNTURA;N/A;N/A;N/A;AMB;N/A;N/A;REF;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA AVANÇADA PARA O TRATAMENTO DA ATROFIA MUSCULAR ESPINHAL (COM DIRETRIZ DE UTILIZAÇÃO);571/2023;44967.0;N/A;N/A;HCO;HSO;REF;PAC;159.0;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA PARA DOENÇA DE FABRY CLÁSSICA (COM DIRETRIZ
DE UTILIZAÇÃO);581/2023
599/2024;12/07/2023
05/03/2024;N/A;AMB;HCO;HSO;REF;PAC;161.0;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA COM ALFACERLIPONASE PARA LIPOFUSCINOSE CEROIDE NEURONAL TIPO 2 (CLN2) (COM DIRETRIZ DE UTILIZAÇÃO);538/2022;44856.0;N/A;N/A;HCO;HSO;REF;PAC;153.0;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA IMUNOBIOLÓGICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTÂNEA (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;AMB;HCO;HSO;REF;PAC;65.0;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA IMUNOPROFILÁTICA PARA O VÍRUS SINCICIAL RESPIRATÓRIO (VSR) (COM DIRETRIZ DE UTILIZAÇÃO);465/2021
624/2024;01/04/2021
03/02/2025;N/A;AMB;HCO;HSO;REF;N/A;124.0;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA INALATÓRIA (NEBULIZAÇÃO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA INTRAVENOSA COM ÁCIDO ZOLEDRÔNICO (COM DIRETRIZ DE UTILIZAÇÃO);592/2023;45278.0;N/A;AMB;HCO;HSO;REF;PAC;163.0;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA MEDICAMENTOSA INJETÁVEL AMBULATORIAL (COM DIRETRIZ DE UTILIZAÇÃO);546/2022;44837.0;N/A;AMB;HCO;HSO;REF;N/A;158.0;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLÓGICA - PLANEJAMENTO;N/A;N/A;N/A;AMB;HCO;HSO;REF;PAC;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLÓGICA COM APLICAÇÃO DE MEDICAMENTOS POR VIA INTRACAVITÁRIA OU INTRATECAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;PAC;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLÓGICA COM APLICAÇÃO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;PAC;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLÓGICA MEDICAMENTOSA PEROPERATÓRIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;PAC;N/A;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;148.0;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
APÊNDICE PRÉ-AURICULAR - RESSECÇÃO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APLICAÇÃO DE CONTRACEPTIVO HORMONAL INJETÁVEL (COM DIRETRIZ DE UTILIZAÇÃO);538/2022;44856.0;N/A;AMB;N/A;N/A;REF;N/A;154.0;PROCEDIMENTOS;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
IMPLANTE SUBDÉRMICO HORMONAL PARA CONTRACEPÇÃO (COM DIRETRIZ DE UTILIZAÇÃO);619/2024;45659.0;N/A;AMB;N/A;N/A;REF;N/A;170.0;PROCEDIMENTOS;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
AUTONOMIZAÇÃO DE RETALHO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE FACE;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTÂNEO, LINFONODO SUPERFICIAL, UNHA, ETC;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CALOSIDADE E/OU MAL PERFURANTE - DESBASTAMENTO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CANTOPLASTIA UNGUEAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAUTERIZAÇÃO QUÍMICA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA DA HIDROSADENITE;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO CIRÚRGICA DE SEQUELAS DE ALOPECIA TRAUMÁTICA COM MICROENXERTOS PILOSOS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO DE DEFORMIDADES POR EXÉRESE DE TUMORES OU SEQÜELAS DE TRAUMATISMOS COM O EMPREGO DE EXPANSORES EM RETALHOS CUTÂNEOS, MUSCULARES E/OU MIOCUTÂNEOS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CRIOCIRURGIA (NITROGÊNIO LÍQUIDO) DE NEOPLASIAS CUTÂNEAS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURATIVO DE QUEIMADURAS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURATIVO ESPECIAL SOB ANESTESIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURETAGEM, ELETROCOAGULAÇÃO E/OU DERMOABRASÃO DE LESÕES DE PELE E MUCOSAS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABDOMINOPLASTIA (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;18.0;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESBRIDAMENTO CIRÚRGICO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESBRIDAMENTO DE FERIMENTOS INFECTADOS E MORDIDAS DE ANIMAIS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO DE CARTILAGEM, MUCOSA E/OU COMPOSTO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO DE PELE MÚLTIPLO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO OU HOMOENXERTO DE PELE;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESCALPO - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESCAROTOMIA DESCOMPRESSIVA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE HIGROMA CÍSTICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE LESÃO COM AUTO-ENXERTIA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE LESÃO DE PELE E MUCOSAS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR DE PARTES MOLES;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE UNHA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE E SUTURA DE LESÕES COM OU SEM ROTAÇÃO DE RETALHOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXPANSÃO TISSULAR;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXCISÃO E RETALHOS CUTÂNEOS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E EMPREGO DE RETALHOS CUTÂNEOS OU MUSCULARES CRUZADOS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E RETALHOS CUTÂNEOS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHO FASCIOCUTÂNEO OU AXIAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MIOCUTÂNEOS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MUSCULARES;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES, OU TUMORES - EXÉRESE E ENXERTO CUTÂNEO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INCISÃO E DRENAGEM DE ABSCESSO, HEMATOMA, FLEGMÃO E/OU PANARÍCIO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INFILTRAÇÃO INTRALESIONAL, CICATRICIAL E HEMANGIOMAS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MATRICECTOMIA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LASERTERAPIA PARA O TRATAMENTO DA MUCOSITE ORAL/OROFARINGE (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;51.0;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLÁSTICA EM Z OU W;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO COM RETALHOS DE GÁLEA APONEURÓTICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETALHO CUTÂNEO, MUSCULAR OU COMPOSTO (INCLUINDO CARTILAGEM OU OSSO);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO SUBCUTÂNEO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETRAÇÃO CICATRICIAL DE ZONA DE FLEXÃO E EXTENSÃO DE MEMBROS SUPERIORES E INFERIORES;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETRAÇÃO DE APONEUROSE PALMAR (DUPUYTREN);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SUTURA DE FERIMENTOS COM OU SEM DESBRIDAMENTO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;148.0;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSECÇÃO DE RETALHO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSFERÊNCIA INTERMEDIÁRIA DE RETALHO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA UNHA (ENXERTO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE HEMANGIOMAS, LINFANGIOMAS OU NEVUS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
